"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.106235857E2,1.329151640E0,-1.017345942E0,6.423432443E-1,1.792830636E0
1.106335557E2,3.551242107E-1,-8.110626054E-1,2.874754339E-1,9.309016489E-1
1.106435247E2,-1.594319361E-1,-5.289654404E-1,-2.195544693E-1,5.944973880E-1
1.106534947E2,-5.276761293E-2,-2.540895867E-1,-5.330275011E-1,5.928442089E-1
1.106634647E2,7.293816805E-3,-7.730603814E-3,-3.722992373E-1,3.724509150E-1
1.106734337E2,1.766209960E-2,6.288972795E-2,-1.294275337E-1,1.449777712E-1
1.106834037E2,1.542074490E-1,1.291609007E-1,9.597210467E-2,2.228746743E-1
1.106933727E2,4.134437549E-1,4.370752770E-1,2.147699851E-1,6.388244537E-1
1.107033427E2,6.211310077E-1,5.761074471E-1,3.319727451E-1,9.098952812E-1
1.107133117E2,7.328023016E-1,6.530667454E-1,6.664007360E-1,1.186417013E0
1.107232817E2,6.703762579E-1,6.590291512E-1,8.765812415E-1,1.285347588E0
1.107332507E2,3.146948075E-1,6.244937414E-1,1.401611506E0,1.566378009E0
1.107432207E2,2.974086839E-1,5.440746456E-1,1.407676823E0,1.538188279E0
1.107531897E2,2.438300622E-1,2.411590540E-1,9.710962200E-1,1.029873127E0
1.107631597E2,5.609251517E-1,2.927730113E-1,2.045882285E-1,6.649882745E-1
1.107731287E2,5.907979918E-1,3.468726200E-1,5.844292045E-2,6.875888717E-1
1.107830987E2,4.630304825E-1,6.794230700E-1,4.423611599E-1,9.336467916E-1
1.107930677E2,-2.261381418E-1,1.011328572E0,8.213057578E-1,1.322296142E0
1.108030369E2,-8.523123729E-1,1.301546935E0,1.305390310E0,2.030887655E0
1.108130059E2,-8.132149655E-1,1.445828735E0,1.469935636E0,2.216404766E0
1.108229759E2,-4.902890325E-1,1.236649273E0,1.219630952E0,1.804767137E0
1.108329449E2,-1.067724967E-1,1.084620204E0,1.390772522E0,1.766932246E0
1.108429149E2,5.364644945E-1,8.777118006E-1,1.144974287E0,1.539200532E0
1.108528839E2,3.540261036E-1,3.036488324E-2,3.419814241E-1,4.931610311E-1
1.108628539E2,6.732659519E-1,-7.419985101E-1,-7.054297310E-1,1.225348904E0
1.108728239E2,1.625922393E0,-1.224529164E0,-1.543128743E0,2.554279080E0
1.108827929E2,1.742385480E0,-1.205744984E0,-1.412514809E0,2.546551828E0
1.108927629E2,5.643896270E-1,-8.828345463E-1,9.799524128E-2,1.052395151E0
1.109027319E2,-1.649559762E0,-6.064302304E-1,2.064487540E0,2.711256874E0
1.109127019E2,-2.958012843E0,-2.758210561E-1,3.092052076E0,4.287971930E0
1.109226709E2,-2.079683284E0,5.017963529E-2,3.317219580E0,3.915551851E0
1.109326409E2,-1.218353920E0,4.319113085E-1,2.945859405E0,3.216989476E0
1.109426099E2,-5.129499167E-1,1.123595405E0,1.472352875E0,1.921823936E0
1.109525799E2,-4.736987275E-1,1.508543047E0,7.658852631E-1,1.756892952E0
1.109625489E2,-1.436936874E0,1.373572937E0,1.385301282E0,2.422921756E0
1.109725189E2,-1.870031367E0,1.429065353E0,2.773744274E0,3.637705649E0
1.109824879E2,-2.144637079E0,1.711568899E0,3.361509899E0,4.339203280E0
1.109924579E2,-1.832164798E0,2.083945904E0,2.947275601E0,4.047973796E0
1.110024269E2,-1.276033779E0,2.271531307E0,2.436700823E0,3.567299761E0
1.110123969E2,-8.452688169E-1,2.752886086E0,2.264013249E0,3.663143072E0
1.110223659E2,-1.101838208E0,2.916932060E0,2.298173853E0,3.873518186E0
1.110323359E2,-1.752853165E0,2.782992815E0,2.658526059E0,4.229102036E0
1.110423059E2,-2.080818813E0,2.552710751E0,2.902309343E0,4.389708263E0
1.110522749E2,-2.495799217E0,2.298162158E0,2.937979113E0,4.488015631E0
1.110622449E2,-2.525087920E0,2.380352083E0,2.839274020E0,4.483706280E0
1.110722139E2,-1.400497026E0,2.307355735E0,7.785339600E-1,2.809163138E0
1.110821839E2,1.653448160E0,2.620961207E0,-1.639576226E0,3.505929073E0
1.110921529E2,3.809629982E0,2.805300235E0,-1.898692664E0,5.097845019E0
1.111021229E2,4.451716241E0,2.551521428E0,-7.622442019E-1,5.187393884E0
1.111120919E2,3.515819675E0,1.210485907E0,7.004245144E-1,3.783762495E0
1.111220619E2,1.850070727E0,-9.603233099E-2,9.662518018E-1,2.089408157E0
1.111320309E2,-2.325437665E-3,9.518390000E-3,8.991947633E-1,8.992481469E-1
1.111420009E2,-7.847442877E-1,5.493070266E-1,1.679189942E0,1.933194421E0
1.111519699E2,-9.296844846E-1,1.133219630E0,1.864964170E0,2.372043702E0
1.111619399E2,-9.419887805E-1,1.538132297E0,7.554655248E-1,1.955485102E0
1.111719089E2,-7.604941303E-1,1.435730594E0,9.750290573E-2,1.627630326E0
1.111818789E2,-5.929614615E-1,9.812633586E-1,-3.941093516E-1,1.212354426E0
1.111918479E2,1.069748104E-2,1.576707548E-1,-6.773847306E-1,6.955749968E-1
1.112018179E2,6.895405072E-1,-7.499907768E-1,-5.370334285E-1,1.151675814E0
1.112117869E2,9.004320341E-1,-1.264551601E0,-7.897307932E-2,1.554382626E0
1.112217569E2,6.639618623E-1,-1.442337947E0,2.717101711E-1,1.610903637E0
1.112317259E2,2.043256885E-1,-1.406463525E0,5.474414724E-1,1.523017006E0
1.112416959E2,-4.929775822E-1,-1.037109531E0,8.252011728E-1,1.414065080E0
1.112516649E2,-1.173435609E0,-9.337822133E-1,4.092121249E-1,1.554462902E0
1.112616349E2,-1.467606105E0,-1.137420854E0,-6.820701045E-1,1.978083291E0
1.112716049E2,-9.763224614E-1,-1.181546282E0,-1.897030300E0,2.438848320E0
1.112815739E2,-1.626850346E-1,-1.297555041E0,-1.530350822E0,2.012980165E0
1.112915439E2,4.617636833E-1,-1.705029373E0,-3.845520777E-1,1.807824981E0
1.113015129E2,1.141405439E0,-2.167815442E0,-1.254718924E-1,2.453155797E0
1.113114829E2,1.652017931E0,-2.110443147E0,-1.649470299E-1,2.685207821E0
1.113214519E2,1.672178839E0,-1.522638929E0,-2.576809466E-1,2.276183395E0
1.113314219E2,1.177456740E0,-5.949723190E-1,-8.961922181E-1,1.594853261E0
1.113413909E2,3.893546882E-1,1.917448193E-1,-1.273836980E0,1.345742843E0
1.113513609E2,-5.320863917E-1,5.959663457E-1,-1.001222829E0,1.280913333E0
1.113613299E2,-1.318042223E0,8.240732449E-1,-3.876189423E-1,1.602055073E0
1.113712999E2,-2.017354012E0,9.127860314E-1,1.947181284E-2,2.214333918E0
1.113812689E2,-2.416928171E0,9.704062486E-1,3.983433205E-1,2.634749983E0
1.113912389E2,-2.086907519E0,1.244841222E0,3.426342657E-1,2.454019336E0
1.114012079E2,-1.699028668E0,8.345666581E-1,-1.091634232E-1,1.896079264E0
1.114111779E2,-4.120439315E-1,-3.902133518E-1,-1.038687109E0,1.183603638E0
1.114211469E2,1.777790371E0,-1.964882560E0,-2.170582929E0,3.425307626E0
1.114311169E2,4.665863498E0,-3.219033135E0,-3.237033203E0,6.527697945E0
1.114410859E2,6.585465220E0,-3.918882868E0,-3.691767656E0,8.506182665E0
1.114510559E2,6.875787663E0,-3.739367500E0,-3.334515644E0,8.507544879E0
1.114610249E2,5.203030243E0,-3.091414145E0,-2.501468969E0,6.548718358E0
1.114709949E2,3.178873873E0,-2.258413371E0,-1.700248690E0,4.253999960E0
1.114809649E2,1.843035357E0,-1.608663751E0,-1.135600616E0,2.697066397E0
1.114909339E2,6.956274587E-1,-1.041276841E0,-6.461208379E-1,1.409122833E0
1.115009039E2,-2.753567871E-1,-7.706513286E-2,-6.701680970E-1,7.286190179E-1
1.115108729E2,-7.887385207E-1,9.014301538E-1,-5.091597515E-1,1.301510057E0
1.115208429E2,-1.217533848E0,1.473524657E0,9.764733195E-2,1.913948428E0
1.115308119E2,-1.117289183E0,2.078909113E0,8.095832598E-1,2.495119891E0
1.115407819E2,-7.838601887E-1,2.616841843E0,1.382315986E0,3.061551161E0
1.115507509E2,-1.002784328E0,2.692010724E0,2.015508923E0,3.509241281E0
1.115607209E2,-1.454980797E0,2.141929234E0,1.977858409E0,3.258336055E0
1.115706899E2,-1.278095215E0,1.210677111E0,1.096467833E0,2.074007751E0
1.115806599E2,-3.472304696E-1,1.161110848E-1,-6.103177518E-1,7.117152107E-1
1.115906289E2,8.828216824E-1,-7.996856779E-1,-2.201772270E0,2.503332266E0
1.116005989E2,2.571710986E0,-1.263005013E0,-3.026927834E0,4.167873699E0
1.116105679E2,3.399510369E0,-9.713985211E-1,-2.297526273E0,4.216504810E0
1.116205379E2,3.076762776E0,-2.268661201E-1,-6.089974505E-1,3.144648679E0
1.116305069E2,2.117134993E0,2.644455904E-1,7.604496914E-1,2.265055359E0
1.116404769E2,6.023216844E-1,4.471190393E-2,1.257576165E0,1.395094397E0
1.116504459E2,-2.003688776E-1,-7.061945468E-1,2.768226841E-1,7.845312126E-1
1.116604159E2,-1.356638816E-1,-1.479763636E0,-9.935492358E-1,1.787524878E0
1.116703849E2,4.528753307E-1,-1.636778918E0,-1.695471514E0,2.399742684E0
1.116803549E2,1.399982471E0,-1.004268644E0,-1.738679807E0,2.447756912E0
1.116903239E2,1.345899820E0,-6.040279019E-1,-1.034895482E0,1.802027938E0
1.117002939E2,1.148197565E0,-7.589042723E-1,-7.147504851E-1,1.550858342E0
1.117102629E2,1.167875200E0,-9.932635993E-1,-5.497031754E-1,1.628704590E0
1.117202329E2,1.286621917E0,-1.117997573E0,-5.674541527E-1,1.796473976E0
1.117302029E2,1.032182082E0,-1.162975525E0,-3.712943932E-1,1.598678032E0
1.117401719E2,3.119001308E-1,-1.040714339E0,2.211960751E-1,1.108736096E0
1.117501419E2,-3.669782710E-1,-6.642863828E-1,5.948506969E-1,9.642597168E-1
1.117601109E2,-5.210021174E-1,-6.267571986E-2,2.554876560E-1,5.836483484E-1
1.117700809E2,-3.847204775E-1,4.370419478E-1,-4.296855658E-2,5.838337150E-1
1.117800499E2,-1.350776982E-1,5.950840008E-1,-7.846612573E-2,6.152461991E-1
1.117900199E2,3.055082470E-1,8.076881772E-1,1.201240289E-1,8.718516290E-1
1.117999889E2,1.336510946E0,7.534681159E-1,7.414269447E-2,1.536057567E0
1.118099591E2,2.559361374E0,1.693833125E-1,-5.614104706E-1,2.625681448E0
1.118199281E2,3.095697230E0,-6.852047968E-1,-1.258749994E0,3.411348487E0
1.118298981E2,2.753269079E0,-1.313149565E0,-1.054226085E0,3.227420803E0
1.118398671E2,2.129233174E0,-1.579300788E0,-5.563023430E-1,2.708744578E0
1.118498371E2,2.384887476E0,-1.305901941E0,-1.247263139E0,2.991443379E0
1.118598061E2,2.665137506E0,-1.096675116E0,-1.797912979E0,3.396784555E0
1.118697761E2,2.147351357E0,-1.173737326E0,-1.729525698E0,2.996670870E0
1.118797451E2,1.294875847E0,-1.199881981E0,-1.535480585E0,2.339683921E0
1.118897151E2,3.893561500E-1,-1.115671551E0,-7.830129272E-1,1.417543814E0
1.118996841E2,-1.406968725E-1,-6.896635911E-1,9.318532169E-2,7.100105513E-1
1.119096541E2,-7.632066536E-1,-4.115121272E-1,1.481829457E0,1.716870749E0
1.119196231E2,-1.615895002E0,-5.574638924E-1,2.568064370E0,3.084937157E0
1.119295931E2,-2.256340533E0,-2.997537097E-1,2.669828142E0,3.508405221E0
1.119395621E2,-1.936186765E0,5.447198859E-1,2.505913146E0,3.213275531E0
1.119495321E2,-9.095893586E-1,9.997496232E-1,1.478560279E0,2.003245519E0
1.119595011E2,-7.687129766E-1,5.406701043E-1,1.017828337E0,1.385358555E0
1.119694711E2,-1.320993605E0,-8.413169762E-1,5.058391178E-1,1.645816384E0
1.119794401E2,-1.403496648E0,-6.857383552E-1,1.603733963E0,2.238750222E0
1.119894101E2,-2.292415515E0,1.284051481E-1,3.196882712E0,3.935951708E0
1.119993801E2,-2.791847253E0,1.288248905E0,4.708997238E0,5.623935572E0
1.120093491E2,-3.399668244E0,2.023593576E0,5.535340372E0,6.803871557E0
1.120193191E2,-3.342392428E0,2.434671839E0,4.554443634E0,6.151599054E0
1.120292881E2,-2.614999385E0,2.210106306E0,2.829584014E0,4.441771872E0
1.120392581E2,-2.469890204E0,2.212922910E0,2.200609551E0,3.979958269E0
1.120492271E2,-1.628753614E0,2.674059480E0,1.611797274E0,3.521551205E0
1.120591971E2,-4.551425886E-1,2.548046720E0,1.340014012E0,2.914675696E0
1.120691661E2,2.935501063E-1,2.449129957E0,1.488424532E0,2.880940263E0
1.120791361E2,1.255689561E-2,2.387784771E0,2.608620073E0,3.536463272E0
1.120891051E2,-1.056255069E0,2.224826379E0,3.639825670E0,4.394753474E0
1.120990751E2,-1.860793351E0,2.271142175E0,3.633426477E0,4.671448024E0
1.121090441E2,-1.962513269E0,2.466989985E0,2.750810325E0,4.183832616E0
1.121190141E2,-9.011155736E-1,2.543874439E0,7.015179437E-1,2.788446497E0
1.121289831E2,8.095253724E-1,2.342113632E0,-1.022515465E0,2.680739724E0
1.121389531E2,2.546336117E0,1.662983507E0,-1.076593439E0,3.226204457E0
1.121489221E2,2.983250011E0,5.168292519E-1,-6.321699661E-1,3.092981081E0
1.121588921E2,2.862615520E0,-7.824030626E-1,-2.133561283E-1,2.975271921E0
1.121688611E2,2.220079610E0,-1.658379117E0,-2.550748426E-1,2.782811159E0
1.121788311E2,1.939222054E0,-1.530092960E0,-5.299419254E-1,2.526381817E0
1.121888001E2,1.752818667E0,-7.966006869E-1,-2.435511500E-1,1.940686243E0
1.121987701E2,8.328762281E-1,-1.422282583E-1,1.282237675E0,1.535592766E0
1.122087391E2,-2.367332965E-1,1.338246399E-1,2.307543431E0,2.323512077E0
1.122187091E2,-5.867856324E-1,1.259958029E-2,1.117843791E0,1.262557274E0
1.122286781E2,-2.226800984E-1,-9.679480791E-2,-7.717213690E-1,8.090176342E-1
1.122386481E2,1.370479175E-1,8.511382520E-2,-9.805844969E-1,9.937667988E-1
1.122486171E2,7.463853836E-2,-3.213255501E-1,8.122536832E-1,8.766852722E-1
1.122585871E2,-1.629411426E-1,-8.586788213E-1,1.887382979E0,2.079926356E0
1.122685561E2,-9.337214023E-2,-1.211002216E0,1.774512421E0,2.150381142E0
1.122785261E2,1.858938029E-1,-1.371878414E0,1.049101000E0,1.737014622E0
1.122884951E2,5.873004797E-1,-1.098113531E0,-1.088149291E-1,1.250046347E0
1.122984651E2,4.201589897E-1,-3.774798703E-1,-2.776316464E-2,5.655045733E-1
1.123084351E2,-8.732758105E-2,-1.281861699E-1,1.575830466E-1,2.211113229E-1
1.123184041E2,-1.492191893E-1,-5.312633961E-1,-5.514438915E-1,7.801266103E-1
1.123283741E2,-1.359199896E-1,-1.574038294E0,-1.450580183E0,2.144820193E0
1.123383431E2,5.303684798E-1,-2.385398523E0,-2.134642434E0,3.244705712E0
1.123483131E2,1.668875746E0,-2.853593851E0,-1.506073183E0,3.632685034E0
1.123582821E2,2.426072632E0,-2.615837291E0,-5.309868228E-1,3.606990457E0
1.123682521E2,1.965131359E0,-1.172667870E0,2.917415625E-1,2.306946972E0
1.123782211E2,5.338738856E-1,6.958572543E-1,7.948231333E-1,1.183631048E0
1.123881911E2,-8.757737410E-1,1.718364533E0,8.160432637E-1,2.094202216E0
1.123981601E2,-1.284085687E0,1.550886244E0,4.043998665E-1,2.053695071E0
1.124081301E2,-2.234531003E-1,3.055585331E-1,-9.366982198E-1,1.010297412E0
1.124180991E2,1.863070549E0,-1.846783422E0,-2.648214494E0,3.727556959E0
1.124280691E2,4.170799044E0,-3.986283723E0,-3.192445845E0,6.593764711E0
1.124380381E2,5.606781068E0,-5.690689198E0,-2.480511671E0,8.364979118E0
1.124480081E2,5.673297240E0,-5.329028969E0,-1.131847288E0,7.865489788E0
1.124579771E2,4.125978090E0,-2.871754133E0,-5.619261950E-2,5.027307889E0
1.124679471E2,1.963404969E0,-3.004591763E-2,1.043226888E0,2.223552151E0
1.124779161E2,3.832808930E-1,1.326814508E0,1.811572367E0,2.277967388E0
1.124878861E2,-3.482873538E-1,1.485140151E0,1.765312412E0,2.333082352E0
1.124978551E2,7.768844604E-2,1.252632052E0,1.130882205E0,1.689383649E0
1.125078251E2,6.795806524E-1,6.324073631E-1,5.305468199E-1,1.069228163E0
1.125177941E2,1.421945491E0,8.092546463E-4,1.669710436E-1,1.431715392E0
1.125277641E2,2.549335738E0,-5.708355975E-1,-4.226104349E-1,2.646425054E0
1.125377331E2,3.223053388E0,-1.374142456E0,-5.160784695E-1,3.541564289E0
1.125477031E2,2.907529445E0,-1.809934269E0,-4.599791130E-1,3.455599849E0
1.125576721E2,2.063167531E0,-1.494700348E0,6.383229911E-2,2.548502297E0
1.125676421E2,1.390246857E0,-7.409866494E-1,9.603554696E-2,1.578312506E0
1.125776111E2,7.850734860E-2,-3.703029978E-1,6.364472044E-1,7.405084455E-1
1.125875811E2,-4.610313195E-1,-6.803118467E-2,7.525039101E-1,8.851216042E-1
1.125975501E2,-7.543527997E-1,2.326776677E-1,1.324688460E0,1.542072164E0
1.126075201E2,-6.480191365E-1,4.775327468E-1,1.613593538E0,1.803233327E0
1.126174891E2,-8.245363444E-1,5.249729615E-1,1.994502216E0,2.221147425E0
1.126274591E2,-7.078583720E-1,2.819603401E-1,7.836093432E-1,1.092981569E0
1.126374281E2,-3.850099146E-2,-4.462156445E-1,3.992782903E-1,6.000115672E-1
1.126473981E2,8.549468359E-1,-8.194200307E-1,3.703971380E-1,1.240797050E0
1.126573671E2,1.868256445E0,-3.087546211E-1,5.154653889E-1,1.962502516E0
1.126673371E2,2.192036656E0,2.360661292E-1,1.456418043E0,2.642329547E0
1.126773061E2,2.246048849E0,5.282240134E-1,2.107026034E0,3.124630338E0
1.126872761E2,2.421216227E0,2.631247044E-1,2.099542767E0,3.215525223E0
1.126972461E2,2.307134126E0,-7.316176558E-1,1.363482397E0,2.777987854E0
1.127072151E2,1.682436609E0,-1.686105444E0,6.424651587E-1,2.467043979E0
1.127171851E2,7.255628639E-1,-2.189720866E0,1.636869550E-2,2.306856492E0
1.127271541E2,-1.955332303E-1,-2.180692765E0,-2.373197722E-1,2.202265846E0
1.127371241E2,-3.024320269E-1,-1.963513727E0,-4.064610100E-1,2.027821945E0
1.127470931E2,1.236063382E-1,-1.487726374E0,-2.802248865E-1,1.518925370E0
1.127570631E2,8.585118833E-1,-1.078998984E0,4.201809168E-3,1.378876033E0
1.127670321E2,1.958537747E0,-1.379947572E0,-5.788334191E-2,2.396555004E0
1.127770021E2,2.948611105E0,-1.923494799E0,1.450764370E-1,3.523519102E0
1.127869711E2,3.334053714E0,-2.090629272E0,7.803395802E-1,4.011929060E0
1.127969411E2,2.645725627E0,-2.195548786E0,1.453037183E0,3.732507953E0
1.128069103E2,1.240835879E0,-1.781393425E0,2.031209282E0,2.973019906E0
1.128168803E2,-4.593467367E-1,-5.665191829E-1,1.857546392E0,1.995600663E0
1.128268493E2,-1.388099760E0,7.204389489E-1,1.281911400E0,2.022164696E0
1.128368193E2,-1.403014838E0,1.436000150E0,5.632815796E-1,2.085145847E0
1.128467883E2,-2.270158088E-1,1.176747472E0,-8.535268396E-1,1.471318748E0
1.128567583E2,1.567072506E0,5.346284688E-1,-1.875345901E0,2.501692645E0
1.128667273E2,2.589593233E0,-2.259118545E-1,-1.389746920E0,2.947613574E0
1.128766973E2,1.292946850E0,-9.421940178E-1,8.943263716E-1,1.832828629E0
1.128866663E2,-1.629790910E0,-1.143329173E0,2.890865173E0,3.510060036E0
1.128966363E2,-4.153522861E0,-9.971978983E-1,3.495654967E0,5.519579645E0
1.129066053E2,-4.991801916E0,-4.925916660E-1,3.259972415E0,5.982320041E0
1.129165753E2,-3.879848025E0,7.703955129E-1,2.473787958E0,4.665442831E0
1.129265443E2,-2.113322901E0,1.441073779E0,1.602989028E0,3.018675396E0
1.129365143E2,-9.314328021E-1,1.180975009E0,1.606237741E0,2.200515557E0
1.129464833E2,-9.162890983E-1,4.073313680E-1,1.706342073E0,1.979168468E0
1.129564533E2,-1.372748480E0,-1.838975635E-1,1.514430023E0,2.052256075E0
1.129664223E2,-1.552684847E0,-2.627598381E-1,1.547267402E0,2.207693226E0
1.129763923E2,-1.131930318E0,2.618906495E-1,1.823197508E0,2.161920931E0
1.129863613E2,-8.405910444E-1,1.262687801E0,2.465327037E0,2.894617624E0
1.129963313E2,-1.057966549E0,1.576363147E0,2.856447292E0,3.429796659E0
1.130063003E2,-1.702821465E0,1.854990866E0,3.476631051E0,4.292732873E0
1.130162703E2,-2.887183766E0,2.082215713E0,4.901001089E0,6.057331430E0
1.130262393E2,-2.904855806E0,2.070544378E0,4.605545960E0,5.825495246E0
1.130362093E2,-1.844085517E0,1.766661365E0,2.944456074E0,3.897635866E0
1.130461783E2,-6.647576684E-1,1.828808789E0,8.420434928E-1,2.120255076E0
1.130561483E2,5.209225953E-1,9.932182834E-1,-3.977451503E-2,1.122241026E0
1.130661173E2,1.003350046E0,8.845863721E-1,9.658641315E-1,1.649878143E0
1.130760873E2,2.627955061E-1,1.140561101E0,2.324781607E0,2.602796693E0
1.130860563E2,-1.733933330E-1,1.113808920E0,2.443618664E0,2.691079288E0
1.130960263E2,-3.582086170E-1,1.291652277E0,2.715669728E0,3.028455231E0
1.131059953E2,-5.997810692E-1,1.351042154E0,2.383349074E0,2.804532945E0
1.131159653E2,-2.035357296E-2,1.300971569E0,1.001129274E0,1.641706768E0
1.131259343E2,1.550064710E0,8.592413235E-1,-1.752953153E0,2.492757712E0
1.131359043E2,2.923392064E0,-1.695645761E-1,-2.854397843E0,4.089322725E0
1.131458733E2,3.750193035E0,-6.714331421E-1,-1.976010981E0,4.291781642E0
1.131558433E2,3.373321275E0,-8.012965858E-1,-1.902415001E-1,3.472400390E0
1.131658123E2,1.719570229E0,-7.187257147E-1,5.339975542E-1,1.938721696E0
1.131757823E2,2.829239613E-1,-7.132533056E-1,2.334910154E-2,7.676727338E-1
1.131857513E2,-5.918165767E-1,-3.527303606E-1,1.778138280E-2,6.891891942E-1
1.131957213E2,-1.137417346E0,4.064405447E-1,1.748487049E-1,1.220444265E0
1.132056903E2,-1.348808810E0,7.704659718E-1,-3.358289838E-2,1.553715170E0
1.132156603E2,-1.191849661E0,6.378856194E-1,2.149775612E-1,1.368802042E0
1.132256293E2,-1.328823026E0,6.226887059E-1,9.984799004E-1,1.774957456E0
1.132355993E2,-1.677017702E0,-1.579040587E-1,1.654177308E0,2.360852522E0
1.132455683E2,-1.384206684E0,-9.366537809E-1,9.447609454E-1,1.919875437E0
1.132555383E2,-6.271103704E-1,-1.251702930E0,-5.588102138E-1,1.507413844E0
1.132655073E2,5.357783237E-1,-1.212329534E0,-1.582974594E0,2.064608891E0
1.132754773E2,1.591216829E0,-9.501608491E-1,-1.285926098E0,2.255744348E0
1.132854463E2,2.528775466E0,-1.086075869E0,-6.175244451E-1,2.820567778E0
1.132954163E2,3.136006473E0,-1.693786347E0,-5.037504923E-1,3.599612944E0
1.133053853E2,3.179707978E0,-2.129037293E0,-5.077488184E-1,3.860200964E0
1.133153553E2,2.611661795E0,-2.109276627E0,-4.726836509E-1,3.390170358E0
1.133253243E2,1.287658044E0,-1.882292393E0,-5.900501329E-1,2.355683988E0
1.133352943E2,-3.687698579E-1,-1.547891884E0,-2.889047858E-1,1.617228020E0
1.133452633E2,-1.819472540E0,-1.021739540E0,-3.531738719E-1,2.116403504E0
1.133552333E2,-2.458006323E0,-2.663558757E-1,-8.291550601E-1,2.607726721E0
1.133652023E2,-2.216962751E0,5.625173485E-1,-7.628862262E-1,2.411087929E0
1.133751723E2,-1.707677285E0,1.080846119E0,-6.138930318E-1,2.112168245E0
1.133851413E2,-4.796938777E-1,1.459298381E0,-5.761898929E-1,1.640625726E0
1.133951113E2,1.046813862E0,9.581668568E-1,-6.801890552E-1,1.573709039E0
1.134050813E2,1.806056688E0,-3.678904366E-1,-1.091469340E0,2.142075969E0
1.134150503E2,2.828825922E0,-1.862848063E0,-1.818266259E0,3.844288125E0
1.134250203E2,4.457285714E0,-2.400145785E0,-2.827748573E0,5.798642748E0
1.134349893E2,5.181222467E0,-2.219597799E0,-2.565391023E0,6.192972772E0
1.134449593E2,4.074636320E0,-9.167925435E-1,-1.529589515E0,4.447787517E0
1.134549283E2,2.188826242E0,1.125418274E0,-3.359161073E-1,2.484022190E0
1.134648983E2,7.993596956E-1,1.988333988E0,5.696088517E-1,2.217408897E0
1.134748673E2,-3.826757061E-1,1.023455697E0,1.318954681E0,1.712759093E0
1.134848373E2,-7.571992242E-1,-6.882640600E-2,1.427820480E0,1.617639967E0
1.134948063E2,-1.204898307E0,-8.478813529E-1,1.061529842E0,1.815909779E0
1.135047763E2,-9.295008820E-1,-1.721666456E0,-5.817438707E-1,2.041208761E0
1.135147453E2,6.120687005E-1,-2.693013521E0,-2.709905250E0,3.869177740E0
1.135247153E2,2.737289515E0,-3.460481041E0,-4.153694769E0,6.059774184E0
1.135346843E2,3.906069572E0,-2.851319869E0,-3.459763295E0,5.946206064E0
1.135446543E2,3.806046808E0,-1.211784573E0,-1.470467733E0,4.256370462E0
1.135546233E2,2.516998005E0,6.472516894E-2,5.841546777E-1,2.584705978E0
1.135645933E2,9.893866029E-1,4.195716369E-1,1.455796484E0,1.809494297E0
1.135745623E2,-3.232735500E-1,5.045386970E-2,1.112916050E0,1.160014446E0
1.135845323E2,-1.262586937E0,-6.883587849E-1,2.033299077E-1,1.452345221E0
1.135945013E2,-2.178154489E0,-1.002785205E0,-1.708199733E-1,2.403978912E0
1.136044713E2,-2.482798810E0,-6.819093060E-1,-7.534491125E-1,2.682717987E0
1.136144403E2,-1.992038492E0,-5.038545728E-3,-8.929578307E-1,2.183029186E0
1.136244103E2,-1.914570193E0,3.167050803E-1,-4.957225576E-1,2.002903389E0
1.136343793E2,-1.272550008E0,3.227978790E-1,-2.330279160E-1,1.333373167E0
1.136443493E2,-7.124145225E-1,7.598982990E-2,4.431081417E-1,8.424094796E-1
1.136543183E2,-3.253326470E-1,-2.013541335E-1,9.216425166E-1,9.979026739E-1
1.136642883E2,1.784850883E-1,-3.060380048E-1,7.607654411E-1,8.392140629E-1
1.136742573E2,4.652945244E-1,-6.354268652E-1,-8.551669836E-2,7.921990919E-1
1.136842273E2,8.268284529E-1,-9.887583196E-1,-1.129004372E0,1.713458251E0
1.136941963E2,1.654701219E0,-1.240234201E0,-1.724965455E0,2.692902304E0
1.137041663E2,3.286418202E0,-1.284332147E0,-2.071045192E0,4.091366746E0
1.137141353E2,5.054682873E0,-1.748405188E0,-2.418647545E0,5.869974072E0
1.137241053E2,6.085582661E0,-2.757966732E0,-2.392114050E0,7.096682778E0
1.137340743E2,5.574468185E0,-3.253422364E0,-1.225661770E0,6.569756419E0
1.137440443E2,3.124644456E0,-2.942328272E0,2.992616665E-1,4.302354725E0
1.137540133E2,1.315243453E-1,-2.184623848E0,2.991716194E-1,2.208932699E0
1.137639833E2,-7.009583652E-1,-1.687525733E0,-7.330490541E-1,1.968869383E0
1.137739523E2,8.487175047E-1,-1.684062427E0,-1.840396509E0,2.635042119E0
1.137839223E2,1.695884328E0,-1.605410360E0,-1.944057117E0,3.038539806E0
1.137938913E2,4.885190803E-1,-1.263254104E0,-7.412889504E-1,1.544011377E0
1.138038615E2,-1.199105471E0,-7.856245860E-1,3.281790715E-1,1.470633001E0
1.138138305E2,-2.296060669E0,-4.656076428E-1,8.257467180E-1,2.484057712E0
1.138238005E2,-2.201173223E0,-2.154821759E-1,6.014159507E-1,2.292007258E0
1.138337695E2,-1.520590650E0,7.771241963E-2,6.539584458E-2,1.523978924E0
