"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.157619708E0,3.041148555E-1,9.046174711E-1,-8.660024589E-1,1.288712099E0
3.167589708E0,-2.573634428E-1,1.304750040E0,-1.178627352E0,1.777011830E0
3.177560708E0,-1.486559562E0,1.433940761E0,-1.777835979E0,2.725205718E0
3.187530708E0,-2.626889406E0,1.271268298E0,-3.416736267E0,4.493412707E0
3.197500708E0,-3.025135955E0,1.757189460E0,-4.454983081E0,5.664453777E0
3.207470708E0,-2.813979549E0,1.474930912E0,-4.339820999E0,5.378470824E0
3.217441708E0,-3.619099045E0,7.649035156E-1,-5.701711199E0,6.796503946E0
3.227411708E0,-2.000449419E0,4.407970297E-1,-6.175787657E0,6.506646839E0
3.237381708E0,3.835934266E-1,8.490104502E-1,-4.685082126E0,4.776814544E0
3.247352708E0,-6.534842366E-1,8.364868838E-1,-2.227233093E0,2.467249320E0
3.257322708E0,-8.301309603E-1,9.874128753E-1,1.754469482E-1,1.301876810E0
3.267292708E0,-1.534341547E-1,4.631696463E-2,2.424166147E0,2.429458543E0
3.277263708E0,2.164371724E0,-1.517068872E0,4.021978635E0,4.812724287E0
3.287233708E0,3.724887163E0,-2.229174954E0,4.411562242E0,6.189174966E0
3.297203708E0,5.870283503E0,-1.103586525E0,3.888781402E0,7.127464655E0
3.307174708E0,4.350174664E0,-1.537300238E0,3.495244492E0,5.788267935E0
3.317144708E0,3.546064982E0,-7.575430405E-1,1.007427383E0,3.763423740E0
3.327114708E0,2.892649743E0,3.160817671E-1,-7.290957516E-1,2.999818467E0
3.337085708E0,2.338903656E0,1.001925665E0,-1.192978247E0,2.810253093E0
3.347055708E0,1.074927567E0,3.918944263E-1,2.525171243E-2,1.144416080E0
3.357025708E0,2.836590440E0,1.916274072E0,6.014060104E-1,3.475635313E0
3.366995708E0,2.688614661E0,-1.015630953E0,4.387142515E-1,2.907339888E0
3.376966708E0,1.535748241E0,-1.803184243E0,-6.133764303E-1,2.446676668E0
3.386936708E0,1.743455228E0,-1.623833182E0,-2.422599386E-1,2.394819453E0
3.396906708E0,2.061311333E0,-1.619488701E0,6.068562001E-1,2.690728992E0
3.406877708E0,2.300549576E0,-5.471923810E-1,1.188078791E0,2.646408712E0
3.416847708E0,1.775049781E0,2.654051185E-1,6.527900259E-1,1.909810571E0
3.426817708E0,1.566808504E0,9.115347272E-1,9.086646214E-1,2.027672518E0
3.436788708E0,1.412249345E0,1.857382085E0,1.116355090E0,2.586612671E0
3.446758708E0,1.550248312E0,2.347984529E0,1.023063641E0,2.993820367E0
3.456728708E0,1.292550409E0,2.252994171E0,1.726909362E-1,2.603169502E0
3.466699708E0,7.368804422E-1,2.162786837E0,-6.076101986E-1,2.364282098E0
3.476669708E0,7.963159275E-1,2.242639337E0,-3.237372342E-1,2.401740213E0
3.486639708E0,6.552901492E-1,1.291446455E0,3.951016241E-1,1.501114392E0
3.496610708E0,4.569476241E-1,5.538938749E-1,6.473227331E-1,9.667607132E-1
3.506580708E0,2.824208084E-1,4.912473911E-1,8.181199023E-1,9.951912815E-1
3.516550708E0,3.195678771E-2,2.716265559E-1,1.114305641E0,1.147379311E0
3.526521708E0,2.294418186E-2,4.375313598E-1,1.335336825E0,1.405377018E0
3.536491708E0,4.175502545E-1,1.146264768E0,1.213036462E0,1.720386175E0
3.546461708E0,5.220163170E-1,1.615588024E0,7.169236028E-1,1.842988104E0
3.556431708E0,-1.669393810E0,6.011972648E-1,-2.972782910E-1,1.799079827E0
3.566402708E0,-1.286709625E0,1.887198207E0,-1.069746057E0,2.522200500E0
3.576372708E0,-8.799106461E-1,-1.745768094E-1,-5.063791081E-1,1.030116308E0
3.586342708E0,-1.004926456E0,-3.639260244E-1,5.160743764E-1,1.186866502E0
3.596313708E0,-5.669147471E-1,5.916376519E-1,1.171106079E0,1.429306436E0
3.606283708E0,3.100527030E-1,9.280490184E-1,1.485593018E0,1.778874440E0
3.616253708E0,8.432421720E-1,-6.312063450E-1,2.268601267E0,2.501205813E0
3.626224708E0,1.057511928E0,-2.504303407E0,2.379570603E0,3.612786084E0
3.636194708E0,1.067684914E0,-3.712846284E0,2.120051584E0,4.406789911E0
3.646164708E0,1.382022164E0,-2.476543166E0,1.118043766E0,3.048487031E0
3.656135708E0,1.578325765E0,-9.377267450E-1,4.622077793E-1,1.893166580E0
3.666105708E0,1.033402981E0,1.242147410E-1,7.139431308E-1,1.262167111E0
3.676075708E0,8.943576542E-1,1.117517517E0,-2.100509897E-1,1.446665971E0
3.686046708E0,1.829382108E0,1.403607745E0,-6.603734261E-1,2.398509258E0
3.696016708E0,1.850518624E0,6.451461071E-1,-5.720880711E-1,2.041547804E0
3.705986583E0,1.697149081E0,-2.465121800E-1,-6.442403734E-1,1.831974049E0
3.715956583E0,1.632659847E0,-6.974196303E-1,2.089669159E-1,1.787635166E0
3.725927583E0,1.326135061E0,-6.462816364E-1,1.230411317E0,1.920996138E0
3.735897583E0,2.946216086E-1,-6.086588967E-1,1.825772476E0,1.946975264E0
3.745867583E0,-6.865598890E-1,-5.625442457E-1,2.514908502E0,2.666943060E0
3.755838583E0,-1.345337318E0,-8.180851114E-1,3.546556149E0,3.880368058E0
3.765808583E0,-1.309792386E0,-1.723731692E0,3.063175017E0,3.750979635E0
3.775778583E0,1.003426352E0,-3.304536384E0,7.278174772E-1,3.529382870E0
3.785749583E0,1.847249445E-1,-3.705261276E0,2.577996451E-1,3.718809633E0
3.795719583E0,-1.333606341E0,-1.985241396E0,-6.631912724E-1,2.481836404E0
3.805689583E0,-7.802366692E-1,-8.623707533E-1,-1.359808592E0,1.789282533E0
3.815660583E0,-1.268717743E0,-1.036845821E0,-2.122107757E0,2.681051156E0
3.825630583E0,2.792948284E0,-2.519890330E0,-2.466119335E0,4.498016448E0
3.835600583E0,2.301143069E0,-2.780310112E0,-1.789107839E-1,3.613501461E0
3.845570583E0,7.975909129E-1,-1.732073330E0,8.511848470E-2,1.908788737E0
3.855541583E0,7.481167442E-1,-1.143799582E0,1.474047800E-1,1.374657890E0
3.865511583E0,6.911321193E-1,-1.544360166E0,5.709712529E-1,1.785698771E0
3.875481583E0,1.920362445E0,-1.467302635E0,7.956984615E-1,2.544386956E0
3.885452583E0,1.883279403E0,-6.097675288E-1,1.032819428E0,2.232772654E0
3.895422583E0,1.381478958E0,6.239043421E-1,1.280167176E0,1.984078813E0
3.905392583E0,1.196132162E0,2.170399911E0,1.163980662E0,2.737922370E0
3.915363583E0,1.953460317E0,2.030944403E0,1.784231079E0,3.335299525E0
3.925333583E0,1.642648645E0,2.209669227E0,2.084256392E0,3.453267637E0
3.935303583E0,2.723978037E0,1.635906513E0,2.713814406E0,4.178640341E0
3.945274583E0,5.427162790E0,-1.348157430E-1,1.310811117E0,5.584845299E0
3.955244583E0,-2.297371030E-2,1.260077897E0,-1.942894252E0,2.315850205E0
3.965214583E0,2.548850420E0,7.610028380E-1,-3.919166458E-1,2.688747373E0
3.975185583E0,4.330861018E0,-7.301769018E-2,2.502973750E-2,4.331548826E0
3.985155583E0,4.186890874E0,4.943288738E-1,-1.429733251E0,4.451803387E0
3.995125583E0,3.911107240E0,-4.102155071E-1,-1.993739008E0,4.409085148E0
4.005095583E0,3.672125689E0,-5.427935207E-1,-2.523916430E0,4.488795610E0
4.015066583E0,2.838283794E0,-9.459730732E-1,-1.765584454E0,3.473903915E0
4.025036583E0,3.008548574E0,-1.319238271E0,-3.836779189E-1,3.307410298E0
4.035006583E0,4.106016573E0,-1.426675011E0,1.036209644E0,4.468613220E0
4.044977583E0,4.613605470E0,-1.718545212E0,1.599276923E0,5.176527770E0
4.054947583E0,3.395992977E0,-1.595214570E0,2.154151669E0,4.326412744E0
4.064917583E0,1.948388734E0,-4.775333315E-1,3.152586253E0,3.736717386E0
4.074888583E0,2.194687491E0,3.247093338E-1,3.249143372E0,3.934338824E0
4.084858583E0,1.446914563E0,7.022798359E-1,3.037981703E0,3.437454225E0
4.094828583E0,-1.283750934E0,2.546481128E0,3.039572146E0,4.167922915E0
4.104799583E0,-3.519439686E0,3.379730993E0,2.113620085E0,5.317558383E0
4.114769583E0,-3.208858395E0,2.964293922E0,7.148174357E-1,4.426598538E0
4.124739583E0,-4.103710431E-1,2.578563631E-1,-1.587741244E-1,5.100034505E-1
4.134710583E0,-1.020669499E0,-1.224219847E-1,-7.771465619E-1,1.288685434E0
4.144680583E0,-2.997879744E0,-2.102261138E-1,-2.884073632E0,4.165256138E0
4.154650583E0,-2.439171272E0,-1.390134006E0,-4.827761790E0,5.584739291E0
4.164620583E0,-1.560240619E0,-2.518008111E0,-5.342795069E0,6.109024046E0
4.174591583E0,-4.365921215E0,-3.847093678E-1,-6.117236563E0,7.525280893E0
4.184561583E0,-6.368537028E0,8.319693249E-1,-7.391457120E0,9.792041421E0
4.194531583E0,-4.554044269E0,-4.564272219E-1,-7.978537452E0,9.198081588E0
4.204502583E0,-3.429765033E0,-1.310202568E0,-8.237909414E0,9.019039331E0
4.214472583E0,-2.521081992E0,4.097652715E-1,-6.644433805E0,7.118445236E0
4.224442583E0,-2.069844174E0,2.160918651E0,-3.916825233E0,4.929030759E0
4.234413583E0,-2.121286808E0,3.199915663E0,-1.001147400E0,3.967570301E0
4.244383583E0,-1.300590038E0,3.853009306E0,1.327968894E0,4.277933676E0
4.254353583E0,-5.694194019E-2,3.893755628E0,3.551127502E0,5.270206999E0
4.264324583E0,1.713143554E-1,3.209334943E0,4.175282105E0,5.268980930E0
4.274294583E0,-5.270066231E-2,2.177835231E0,3.119667306E0,3.805005618E0
4.284264583E0,2.675299966E-1,8.248848385E-1,1.775702330E0,1.976139180E0
4.294235583E0,8.426785004E-1,-1.188334900E0,2.994778673E-1,1.487257167E0
4.304205583E0,1.009752747E0,-3.212546234E0,2.062137544E-1,3.373807645E0
4.314175583E0,-3.663960930E0,-1.786548330E0,4.551712400E-1,4.101651556E0
4.324145583E0,-1.810756972E0,-3.676214647E-1,2.200073361E-2,1.847828560E0
4.334116583E0,7.245925185E-1,2.098711878E-1,-2.409212770E0,2.524556675E0
4.344086583E0,-1.224613657E0,-1.224512792E0,-2.293706141E0,2.874056027E0
4.354056583E0,-1.612985720E0,-4.082672149E-1,-6.786921680E-1,1.796949669E0
4.364027583E0,2.477494508E-2,6.583035117E-1,1.149862559E0,1.325202331E0
4.373997583E0,-8.985223335E-1,9.523769438E-2,1.024297696E0,1.365869091E0
4.383967583E0,-5.543464494E-1,4.935342371E-1,1.277761339E-1,7.531286541E-1
4.393938583E0,1.127559525E-1,1.010164976E0,7.281970346E-1,1.250367188E0
4.403908583E0,4.968028307E-1,-3.795854527E-1,4.850936352E-1,7.913368457E-1
4.413878583E0,5.445947555E-1,-1.156597382E0,1.261397321E0,1.795946590E0
4.423849583E0,-8.355986917E-1,-1.627945529E0,1.526541361E0,2.383014970E0
4.433819583E0,9.226476529E-1,8.092131311E-1,1.501701512E0,1.939384442E0
4.443789583E0,4.694019011E-1,1.474919803E0,1.740344802E0,2.329061312E0
4.453760583E0,9.656624025E-1,7.551105988E-1,7.677142721E-1,1.446402812E0
4.463730583E0,8.258408582E-1,-4.728426951E-1,-1.317621662E0,1.625336944E0
4.473700583E0,9.147720382E-1,8.601745391E-1,-1.299451293E0,1.807009071E0
4.483670583E0,1.208396843E0,1.214142755E0,-5.321814090E-1,1.793762139E0
4.493641583E0,1.422548485E0,-4.737045747E-1,2.906789772E-1,1.527263724E0
4.503611583E0,7.970238791E-1,-1.074798344E0,-5.682373872E-1,1.453730467E0
4.513581583E0,6.691236381E-1,-1.635560358E0,-6.983179088E-1,1.900113689E0
4.523552583E0,8.300360893E-1,-8.157450557E-1,-9.063203265E-1,1.475064893E0
4.533522583E0,8.549214005E-1,-3.095165133E-2,2.512716673E-1,8.916199059E-1
4.543492583E0,1.177850842E0,-2.475904065E-1,8.159589176E-1,1.454105419E0
4.553463583E0,1.369347593E0,-5.623705834E-1,4.200651419E-1,1.538774911E0
4.563433583E0,-8.569533080E-2,-7.836607987E-1,-4.789773014E-1,9.224354679E-1
4.573403583E0,-4.815085611E-1,-1.795042580E-1,-1.353945004E0,1.448184845E0
4.583374583E0,-2.565468791E-1,7.092152184E-1,-1.837997104E0,1.986714846E0
4.593344583E0,7.877358694E-1,1.231299655E0,-1.538529907E0,2.122192479E0
4.603314583E0,1.087160235E0,5.854495436E-1,-5.406551939E-1,1.347952738E0
4.613285583E0,1.384797837E0,3.362382889E-1,-2.973678996E-1,1.455729681E0
4.623255583E0,2.479386667E0,-1.682583082E-1,-7.866610050E-2,2.486334140E0
4.633225583E0,1.754067340E0,7.286192036E-1,-3.746156117E-1,1.935968758E0
4.643196583E0,3.607402859E0,2.006110693E0,-1.614673519E-1,4.130848243E0
4.653166583E0,3.708900583E0,1.844793030E0,5.552586150E-1,4.179415867E0
4.663136583E0,2.330370815E0,1.666616675E0,5.884050187E-1,2.924800803E0
4.673107583E0,1.127276520E0,2.224049869E0,-8.220293507E-1,2.625429951E0
4.683077583E0,3.420431122E-2,2.197122856E0,-1.095196940E0,2.455193499E0
4.693047583E0,9.344259918E-2,1.387559477E0,-1.600745744E0,2.120481020E0
4.703017583E0,-9.694759566E-1,8.427591920E-1,-3.442319882E0,3.674192817E0
4.712988458E0,-1.208541707E0,-1.618004093E0,-1.834335870E-1,2.027845700E0
4.722958458E0,-1.657727445E0,-1.174560614E0,-3.766451803E-1,2.066280356E0
4.732928458E0,-1.891461997E0,3.377860469E-1,8.110283992E-1,2.085544285E0
4.742899458E0,-1.221754076E0,3.408470643E-1,1.876886643E0,2.265295392E0
4.752869458E0,-8.071370772E-1,-1.151807928E-1,1.994582323E0,2.154784332E0
4.762839458E0,-1.871379735E0,-3.522532278E-1,9.245441973E-1,2.116819884E0
4.772810458E0,-1.653116916E0,-1.183423238E0,-1.714491338E-2,2.033120765E0
4.782780458E0,-1.957730246E0,-1.904984268E0,-9.109766105E-1,2.879505368E0
4.792750458E0,-1.320124124E0,-1.648558134E0,-4.203101403E-1,2.153400157E0
4.802721458E0,3.308027172E-1,-1.393011421E0,6.199487007E-1,1.560207566E0
4.812691458E0,1.336994218E0,-1.776302839E0,5.961300677E-1,2.301776786E0
4.822661458E0,1.196329505E0,-1.606244758E0,-2.388002872E-2,2.002947019E0
4.832632458E0,1.474670126E0,-2.524337722E0,-2.015210715E-1,2.930451102E0
4.842602458E0,1.578299160E0,-2.528043687E0,-4.294127932E-1,3.011051057E0
4.852572458E0,1.614847766E0,-2.224890114E0,-5.476563576E-1,2.803176201E0
4.862543458E0,1.211394856E0,-1.934460667E0,1.215182975E-1,2.285690763E0
4.872513458E0,1.363128348E0,-1.655286525E0,6.501472306E-1,2.240710556E0
4.882483458E0,1.326615703E0,-1.666903188E0,6.823832229E-1,2.236989567E0
4.892453458E0,1.326338252E0,-1.253357107E0,8.202161291E-1,2.000707799E0
4.902424458E0,8.533613634E-1,-9.181204462E-1,8.442873618E-1,1.511288166E0
4.912394458E0,4.237561968E-1,-1.124386826E0,6.228492120E-1,1.353423876E0
4.922364458E0,1.105916056E-1,-1.528334702E0,-1.489256591E-2,1.532403098E0
4.932335458E0,7.618372357E-1,-1.829909527E0,6.543429002E-1,2.087373824E0
4.942305458E0,8.188756549E-1,-1.673017037E0,-3.794363487E-1,1.900924850E0
4.952275458E0,3.867573550E-1,-1.886011223E0,-1.532098847E0,2.460476877E0
4.962246458E0,1.801494983E-1,-1.763695073E0,-2.203659459E0,2.828283784E0
4.972216458E0,-2.821003810E-1,-1.658847479E0,-2.237214875E0,2.799372426E0
4.982186458E0,1.253195724E-1,-1.726616709E0,-1.701182490E0,2.427124249E0
4.992157458E0,3.836454669E-1,-1.061580128E0,-1.070302712E0,1.555533384E0
5.002127458E0,3.863772860E-1,-4.742483658E-1,-3.874958584E-1,7.241215090E-1
5.012097458E0,1.119575444E0,-4.944721305E-1,-5.051701963E-2,1.224950543E0
5.022068458E0,1.593911226E0,-2.425097609E-1,-1.593342876E-1,1.620108452E0
5.032038458E0,1.001987060E0,2.350744414E-1,-6.908602238E-1,1.239566824E0
5.042008458E0,1.097503959E0,6.460875088E-1,-7.801878449E-1,1.493531748E0
5.051979458E0,1.198000932E-1,9.586586076E-1,-8.669809905E-1,1.298088759E0
5.061949458E0,-1.203911590E0,8.112163872E-1,-7.822019184E-1,1.649034561E0
5.071919458E0,-2.328761807E-1,9.518927944E-1,-1.178418607E-1,9.870247776E-1
5.081890458E0,8.665357250E-1,9.068961310E-1,5.863810050E-1,1.384625378E0
5.091860458E0,8.218377082E-1,1.789329851E-1,1.600137341E-1,8.561767498E-1
5.101830458E0,6.768994117E-1,3.243789661E-1,-1.922394937E-1,7.748358214E-1
5.111801458E0,5.643191680E-1,7.141075838E-1,1.635586086E-1,9.247470914E-1
5.121771458E0,5.299116661E-1,5.046094483E-1,3.568266276E-1,8.141021504E-1
5.131741458E0,3.923926091E-1,-3.102146709E-1,5.155606985E-2,5.028549792E-1
5.141711458E0,5.714586183E-2,-1.160122669E0,-5.923375636E-1,1.303845867E0
5.151682458E0,-5.262812760E-1,-1.521632039E0,-8.261995849E-1,1.809680026E0
5.161652458E0,-1.095159372E0,-6.687565792E-1,-3.054670241E-1,1.319060088E0
5.171622458E0,-1.133711527E0,6.927886355E-1,-6.296135634E-2,1.330121066E0
5.181593458E0,-7.983071968E-1,8.283639318E-1,-6.369909954E-1,1.315005214E0
5.191563458E0,1.441976590E0,9.247950429E-1,-9.650738803E-1,1.966191738E0
5.201533458E0,2.182157346E0,7.780843091E-1,-8.138517272E-1,2.455520415E0
5.211504458E0,2.504130622E0,2.271746777E0,2.805467758E-1,3.392670052E0
5.221474458E0,2.905249031E0,3.331330665E0,1.932798303E0,4.824307745E0
5.231444458E0,3.571212395E0,3.411926932E0,2.920045410E0,5.737723290E0
5.241415458E0,2.205938996E0,1.793956752E0,2.842895493E0,4.020758941E0
5.251385458E0,3.178295729E-1,1.872962576E-1,1.040002441E0,1.103494722E0
5.261355458E0,1.119903619E0,2.480575991E-1,7.088255015E-1,1.348388030E0
5.271326458E0,7.893108170E-1,-1.171296698E-1,1.880961567E-1,8.198238161E-1
5.281296458E0,-3.737357154E-1,-3.520228475E-1,-9.783906215E-1,1.104919309E0
5.291266458E0,-2.160814790E-1,9.582551497E-1,-1.639573010E0,1.911319908E0
5.301237458E0,5.964841532E-1,2.306527770E0,-1.150658950E0,2.645728580E0
5.311207458E0,4.287376225E-1,2.103219497E0,-1.291335065E0,2.504973942E0
5.321177458E0,2.011007298E-2,1.345614476E0,-2.104993834E0,2.498415853E0
5.331148458E0,-5.663279424E-1,1.272976270E0,-2.059905954E0,2.486847093E0
5.341118458E0,-2.752660676E0,-7.017769754E-2,-1.087226893E0,2.960427000E0
5.351088458E0,-3.675001935E0,-1.428179500E0,-1.722202353E0,4.302477989E0
5.361059458E0,-2.816223711E0,-5.366948748E-1,-5.339779660E-1,2.916211557E0
5.371029458E0,-2.239825803E0,-3.715648270E-1,5.971957228E-1,2.347663260E0
5.380999458E0,-1.024000950E0,-1.702223879E0,2.276014075E-1,1.999486554E0
5.390969458E0,-6.079418088E-1,-1.695432923E0,-1.534257347E0,2.366015986E0
5.400940458E0,4.739340048E-1,-9.915357471E-2,-1.892401060E0,1.953362906E0
5.410910458E0,1.644303115E0,1.175664568E-1,-2.476051415E0,2.974623542E0
5.420880458E0,2.009788884E0,3.399483472E-1,-2.694627353E0,3.378732426E0
5.430851458E0,1.381963107E0,7.012910718E-1,-2.410448579E0,2.865640164E0
5.440821458E0,-1.732741959E-1,1.387585205E-1,-1.589351859E0,1.604779489E0
5.450791458E0,-1.839264634E0,-1.400767753E0,-5.741652945E-1,2.382165081E0
5.460762458E0,-1.262108781E0,-1.349971821E0,-4.054488569E-2,1.848509232E0
5.470732458E0,6.667175089E-1,9.485832703E-1,4.064528239E-1,1.228627834E0
5.480702458E0,2.096020989E0,6.392234623E-1,5.673015404E-1,2.263568347E0
5.490673458E0,3.775538084E0,1.142851163E0,4.926764506E-1,3.975364975E0
5.500643458E0,4.572885168E0,2.680461304E0,4.303433776E-1,5.318020964E0
5.510613458E0,4.485340947E0,3.496605724E0,4.430970320E-1,5.704460534E0
5.520584458E0,2.657654824E0,1.880689087E0,7.474425602E-1,3.340477658E0
5.530554458E0,1.404408229E0,1.258964587E0,1.455840923E0,2.382609304E0
5.540524458E0,-5.850139260E-4,2.102606124E0,2.063528889E0,2.946031963E0
5.550495458E0,-1.073453192E0,5.840432882E-1,1.245541719E0,1.744930512E0
5.560465458E0,-1.109650965E0,1.640483129E-1,3.826303902E-1,1.185176412E0
5.570435458E0,-1.060903021E0,1.097803044E-1,1.547921705E-1,1.077741875E0
5.580406458E0,-8.394581464E-1,-3.856969625E-1,-7.451703322E-1,1.186899722E0
5.590376458E0,-4.845228007E-1,-4.443650007E-1,-7.400867629E-1,9.899247522E-1
5.600346458E0,2.554174894E-1,-5.707794642E-1,-1.754135460E-1,6.494591618E-1
5.610317458E0,6.588958347E-1,3.235258573E-1,-9.111482263E-2,7.396719626E-1
5.620287458E0,1.322406292E-1,-1.486728839E0,-1.092049384E0,1.849438316E0
5.630257458E0,1.128120857E0,-2.666793437E0,-3.267608294E0,4.365971583E0
5.640227458E0,-1.999467087E-1,4.663636293E0,-1.085126281E-1,4.669181636E0
5.650198458E0,-1.291329218E0,3.540349329E0,-4.776572925E-1,3.798652526E0
5.660168458E0,-1.335927978E0,3.014546063E0,-1.216545961E0,3.514566204E0
5.670138458E0,-1.960182568E0,2.299195946E0,-5.908213806E-1,3.078585325E0
5.680109458E0,-2.480823328E0,1.148340529E0,3.972481370E-1,2.762422205E0
5.690079458E0,-1.516337824E0,7.248845869E-1,7.728528053E-1,1.849875541E0
5.700049458E0,-1.058816734E-1,1.778120154E0,3.443349284E-1,1.814246056E0
5.710019958E0,9.547114447E-1,3.091169146E0,3.341724676E-1,3.252456283E0
5.719989958E0,1.622242594E0,4.267675129E0,4.992457974E-1,4.592817044E0
5.729959958E0,2.288818015E0,4.600120329E0,2.353200245E-1,5.143458997E0
5.739930958E0,2.714008826E0,3.518155053E0,1.376539814E-1,4.445470448E0
5.749900958E0,1.666016019E0,1.641522764E0,-1.896205258E-1,2.346521320E0
5.759870958E0,-2.251346134E-1,-6.303818876E-1,-4.090676987E-1,7.844764499E-1
5.769841958E0,-1.924247628E0,-2.466312293E0,-1.324877910E0,3.397164514E0
5.779811958E0,-3.095101984E0,-3.090180382E0,-2.111258833E0,4.856571316E0
5.789781958E0,-3.665586748E0,-3.033144886E0,-2.222320848E0,5.251209771E0
5.799752958E0,-4.093701752E0,-2.395307799E0,-1.947671281E0,5.127310884E0
5.809722958E0,-3.739111392E0,-1.999232029E0,-1.723151064E0,4.576803720E0
5.819692958E0,-2.603019025E0,-1.454995415E0,-1.412368044E0,3.299621675E0
5.829663958E0,-1.024751002E0,-3.168506759E-1,-9.488814783E-1,1.432091138E0
5.839633958E0,1.710107388E-1,4.307199383E-1,-2.241723078E-1,5.147985641E-1
5.849603958E0,1.053711311E0,1.377346730E0,7.934689182E-1,1.907087954E0
5.859574958E0,1.120009381E0,1.692857224E0,1.628630238E0,2.602426377E0
5.869544958E0,1.140841987E0,8.910507613E-1,1.537148795E0,2.111473021E0
5.879514958E0,1.388141860E0,5.272931367E-1,1.349324534E0,2.006402894E0
5.889484958E0,2.095978159E0,1.220765896E0,1.593853923E0,2.902372158E0
5.899455958E0,2.751961934E0,1.748588206E0,1.563441970E0,3.615965430E0
5.909425958E0,3.432831312E0,2.845666780E0,2.055789807E0,4.910032788E0
5.919395958E0,3.000687577E0,3.400820146E0,2.552782672E0,5.204459911E0
5.929366958E0,2.793464009E0,3.261835923E0,2.191203720E0,4.821243459E0
5.939336958E0,1.851423480E0,1.680039543E0,6.263315213E-1,2.577322825E0
5.949306958E0,1.292141835E-1,-4.316040373E-1,-5.853951645E-1,7.386919851E-1
5.959277958E0,-1.488750806E0,-1.995331351E0,-1.456349630E0,2.884212269E0
5.969247958E0,-3.170888915E0,-3.181341982E0,-2.317382541E0,5.054278896E0
5.979217958E0,-4.063384231E0,-4.008659263E0,-3.114852709E0,6.502518580E0
5.989188958E0,-4.248728980E0,-4.304625438E0,-3.805453901E0,7.145836375E0
5.999158958E0,-4.015369527E0,-4.281121386E0,-4.437755429E0,7.358319510E0
6.009128958E0,-3.437363782E0,-4.618543151E0,-5.050130231E0,7.658343552E0
6.019099958E0,-2.135126875E0,-4.722752228E0,-4.823433096E0,7.080159759E0
6.029069958E0,-9.490898585E-1,-5.122738616E0,-4.666916581E0,6.994521633E0
6.039039958E0,1.794316795E-1,-5.557674397E0,-4.702437832E0,7.282366511E0
6.049010958E0,9.749857148E-1,-5.366806660E0,-4.568302705E0,7.114956112E0
6.058980958E0,1.407040061E0,-4.429973955E0,-3.565866578E0,5.858313360E0
6.068950958E0,1.759533463E0,-3.077746863E0,-1.476382776E0,3.840337206E0
6.078921958E0,2.301544188E0,-2.053016472E0,1.130883082E0,3.284947310E0
6.088891958E0,3.125870032E0,-1.654352725E0,3.233530721E0,4.792042082E0
6.098861958E0,3.360901789E0,-1.460928000E0,3.842010108E0,5.309520989E0
6.108832958E0,2.914990200E0,-5.081639707E-1,3.451814883E0,4.546473850E0
6.118802958E0,2.240424704E0,1.063870482E0,3.110139268E0,3.977975556E0
6.128772958E0,1.475243300E0,2.349989539E0,3.078209962E0,4.144173041E0
6.138743958E0,6.554695125E-1,3.051882874E0,2.815730206E0,4.203803748E0
6.148713958E0,-3.389725931E-1,2.913107396E0,2.021018170E0,3.561686618E0
6.158683958E0,-1.534780380E0,2.433849136E0,5.418521190E-1,2.927930353E0
